observation_id,scenario,gender,age,race,disability_status,nationality,monthly_income,rental_history,employment_status,credit_check,deposit_offered,chosen
260,1,Female,40,Asian,Mental health history,Canadian,4x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
261,1,Female,35,Asian,None stated,German,3x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
262,1,Non-binary,40,Hispanic,Physical disability,German,2x the rent,Prior late payments,Part-time,Excellent,3 months deposit,0
263,1,Non-binary,50,White,Mental health history,German,3x the rent,No prior rental history,Full-time,Fair,1 month deposit,1
264,1,Male,55,Black,None stated,Canadian,4x the rent,No prior rental history,Part-time,Good,3 months deposit,1
265,1,Female,35,Asian,Mental health history,German,3x the rent,No prior rental history,Full-time,Good,3 months deposit,1
266,1,Male,40,White,Mental health history,Indian,3x the rent,Positive references,Full-time,Excellent,2 months deposit,1
267,1,Male,35,White,None stated,Canadian,4x the rent,Positive references,Full-time,Fair,2 months deposit,1
268,1,Non-binary,35,Black,None stated,German,4x the rent,Positive references,Part-time,Excellent,3 months deposit,1
269,1,Non-binary,35,Hispanic,None stated,Indian,2x the rent,No prior rental history,Self-employed,Fair,1 month deposit,1
270,1,Non-binary,45,Hispanic,Mental health history,Indian,4x the rent,No prior rental history,Self-employed,Excellent,3 months deposit,1
271,1,Male,35,White,Mental health history,Mexican,4x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
272,1,Non-binary,45,White,Physical disability,American,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
273,1,Non-binary,35,Hispanic,Physical disability,Canadian,4x the rent,Positive references,Full-time,Excellent,3 months deposit,1
274,1,Non-binary,30,White,Mental health history,Canadian,2x the rent,No prior rental history,Full-time,Good,2 months deposit,1
275,1,Non-binary,40,Black,None stated,Mexican,4x the rent,Positive references,Part-time,Excellent,1 month deposit,1
276,1,Female,45,White,None stated,German,4x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
277,1,Male,45,Hispanic,Physical disability,German,3x the rent,Positive references,Part-time,Good,3 months deposit,1
278,1,Non-binary,55,Black,Physical disability,Canadian,3x the rent,Positive references,Self-employed,Fair,2 months deposit,1
279,1,Female,55,Asian,None stated,Mexican,2x the rent,No prior rental history,Self-employed,Excellent,1 month deposit,1
280,1,Male,50,Black,Mental health history,American,4x the rent,No prior rental history,Self-employed,Fair,3 months deposit,0
281,1,Female,30,Black,Mental health history,Canadian,3x the rent,No prior rental history,Self-employed,Fair,2 months deposit,1
282,1,Female,40,Hispanic,None stated,German,3x the rent,Positive references,Part-time,Good,2 months deposit,1
283,1,Male,35,White,None stated,American,4x the rent,No prior rental history,Full-time,Good,3 months deposit,1
284,1,Female,40,White,None stated,Indian,2x the rent,Prior late payments,Full-time,Excellent,2 months deposit,1
285,1,Female,45,Asian,Mental health history,Indian,2x the rent,Prior late payments,Part-time,Excellent,2 months deposit,1
286,1,Male,45,Asian,Physical disability,Indian,4x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
287,1,Non-binary,35,White,None stated,American,2x the rent,No prior rental history,Self-employed,Good,2 months deposit,1
288,1,Non-binary,45,Hispanic,Mental health history,Mexican,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
289,1,Male,40,White,Physical disability,German,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
290,1,Non-binary,45,Black,Mental health history,Mexican,4x the rent,Prior late payments,Part-time,Good,3 months deposit,1
291,1,Non-binary,40,White,None stated,Mexican,4x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,0
292,1,Non-binary,50,White,Physical disability,Mexican,2x the rent,Prior late payments,Self-employed,Good,3 months deposit,0
293,1,Non-binary,45,White,None stated,German,2x the rent,Prior late payments,Self-employed,Good,1 month deposit,0
294,1,Male,55,Black,Mental health history,American,2x the rent,No prior rental history,Part-time,Excellent,1 month deposit,1
295,1,Female,45,Asian,Mental health history,Mexican,3x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
296,1,Female,40,Asian,Physical disability,Canadian,2x the rent,Prior late payments,Part-time,Excellent,1 month deposit,1
297,1,Female,40,Hispanic,Physical disability,Indian,2x the rent,No prior rental history,Self-employed,Fair,2 months deposit,0
298,1,Non-binary,45,Asian,Mental health history,Canadian,2x the rent,Positive references,Self-employed,Good,2 months deposit,1
299,1,Female,40,Hispanic,Mental health history,Canadian,2x the rent,Prior late payments,Self-employed,Fair,3 months deposit,0
300,1,Male,55,Black,None stated,Canadian,4x the rent,Positive references,Full-time,Good,1 month deposit,1
301,1,Female,40,Asian,None stated,German,4x the rent,Prior late payments,Full-time,Excellent,1 month deposit,0
302,1,Non-binary,55,Hispanic,Mental health history,Indian,4x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
303,1,Female,35,Asian,Physical disability,American,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
304,1,Non-binary,50,Black,Mental health history,German,2x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
305,1,Female,45,White,Physical disability,American,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
306,1,Female,45,Asian,Mental health history,Canadian,2x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
307,1,Non-binary,35,Hispanic,None stated,German,3x the rent,No prior rental history,Self-employed,Fair,2 months deposit,0
308,1,Female,40,Black,Mental health history,Indian,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,1
309,1,Non-binary,30,Hispanic,None stated,Canadian,4x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
310,1,Male,40,Asian,Physical disability,German,2x the rent,Prior late payments,Part-time,Good,2 months deposit,0
311,1,Female,45,Asian,None stated,Canadian,2x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
312,1,Non-binary,50,Black,None stated,Mexican,2x the rent,No prior rental history,Self-employed,Good,1 month deposit,1
313,1,Non-binary,35,Asian,Mental health history,Indian,3x the rent,Prior late payments,Self-employed,Excellent,3 months deposit,1
314,1,Male,45,Hispanic,Physical disability,Mexican,2x the rent,No prior rental history,Self-employed,Good,3 months deposit,1
315,1,Male,30,Hispanic,Mental health history,Indian,2x the rent,No prior rental history,Self-employed,Excellent,2 months deposit,1
316,1,Female,55,Hispanic,Mental health history,Canadian,3x the rent,Positive references,Part-time,Excellent,1 month deposit,1
317,1,Non-binary,35,Hispanic,None stated,American,4x the rent,No prior rental history,Full-time,Excellent,2 months deposit,1
318,1,Male,35,White,Physical disability,Mexican,3x the rent,Prior late payments,Full-time,Excellent,3 months deposit,0
319,1,Non-binary,55,Black,Mental health history,Canadian,4x the rent,Positive references,Self-employed,Excellent,2 months deposit,1
320,1,Male,35,Black,None stated,German,2x the rent,No prior rental history,Full-time,Good,2 months deposit,1
321,1,Male,30,Asian,Mental health history,Indian,2x the rent,Positive references,Self-employed,Good,3 months deposit,1
322,1,Non-binary,45,Asian,Mental health history,American,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
323,1,Non-binary,55,Hispanic,Physical disability,Canadian,3x the rent,Prior late payments,Part-time,Fair,1 month deposit,0
324,1,Male,35,Black,None stated,German,2x the rent,No prior rental history,Part-time,Good,3 months deposit,1
325,1,Male,30,White,None stated,German,4x the rent,Prior late payments,Self-employed,Fair,2 months deposit,0
326,1,Non-binary,30,Asian,Mental health history,American,3x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
327,1,Male,30,Asian,Mental health history,German,3x the rent,No prior rental history,Part-time,Excellent,3 months deposit,0
328,1,Non-binary,35,Asian,None stated,German,3x the rent,Positive references,Full-time,Excellent,2 months deposit,1
329,1,Non-binary,40,Hispanic,None stated,Canadian,3x the rent,Positive references,Self-employed,Good,1 month deposit,1
330,1,Non-binary,30,Asian,None stated,Indian,4x the rent,Prior late payments,Self-employed,Good,1 month deposit,1
331,1,Non-binary,50,White,Physical disability,Canadian,4x the rent,Positive references,Full-time,Excellent,3 months deposit,1
332,1,Non-binary,30,Black,None stated,American,2x the rent,Positive references,Part-time,Good,1 month deposit,1
333,1,Non-binary,45,Asian,Mental health history,Mexican,3x the rent,No prior rental history,Self-employed,Fair,3 months deposit,0
334,1,Male,30,Black,None stated,Canadian,4x the rent,Positive references,Full-time,Excellent,2 months deposit,1
335,1,Non-binary,55,Black,Mental health history,Mexican,2x the rent,No prior rental history,Full-time,Fair,3 months deposit,0
336,1,Non-binary,35,Hispanic,None stated,German,4x the rent,Positive references,Full-time,Excellent,2 months deposit,1
337,1,Non-binary,55,Hispanic,Mental health history,Indian,4x the rent,Prior late payments,Full-time,Fair,2 months deposit,1
338,1,Female,30,White,None stated,Mexican,3x the rent,No prior rental history,Part-time,Good,3 months deposit,1
339,1,Non-binary,30,Black,None stated,Canadian,2x the rent,Positive references,Full-time,Excellent,3 months deposit,1
340,1,Male,40,Black,Physical disability,Indian,4x the rent,No prior rental history,Full-time,Fair,3 months deposit,1
341,1,Non-binary,55,White,Mental health history,Indian,3x the rent,Prior late payments,Self-employed,Good,2 months deposit,0
342,1,Female,55,Hispanic,Mental health history,German,4x the rent,Positive references,Full-time,Good,3 months deposit,1
343,1,Male,50,Black,Physical disability,American,3x the rent,No prior rental history,Part-time,Good,2 months deposit,1
344,1,Female,30,White,Physical disability,Canadian,2x the rent,Positive references,Part-time,Excellent,3 months deposit,1
345,1,Male,45,Black,Mental health history,Canadian,2x the rent,Positive references,Full-time,Good,2 months deposit,1
346,1,Female,55,White,Mental health history,German,3x the rent,Positive references,Part-time,Good,2 months deposit,1
347,1,Non-binary,45,Black,None stated,American,3x the rent,No prior rental history,Full-time,Good,2 months deposit,1
348,1,Female,40,Asian,Mental health history,American,4x the rent,Positive references,Part-time,Excellent,2 months deposit,1
349,1,Non-binary,55,Asian,Mental health history,Canadian,2x the rent,Positive references,Self-employed,Good,3 months deposit,1
350,1,Female,30,Asian,None stated,American,3x the rent,Prior late payments,Full-time,Excellent,1 month deposit,0
351,1,Female,50,Asian,Mental health history,Mexican,2x the rent,Prior late payments,Full-time,Excellent,2 months deposit,1
352,1,Female,45,Black,Physical disability,Indian,2x the rent,Prior late payments,Full-time,Excellent,2 months deposit,1
353,1,Non-binary,55,Hispanic,None stated,Canadian,2x the rent,No prior rental history,Part-time,Fair,3 months deposit,0
354,1,Non-binary,45,White,Physical disability,Mexican,2x the rent,Prior late payments,Self-employed,Excellent,1 month deposit,1
355,1,Female,40,Asian,Mental health history,Mexican,2x the rent,Positive references,Self-employed,Fair,1 month deposit,1
356,1,Female,40,Asian,Mental health history,American,4x the rent,Positive references,Self-employed,Fair,2 months deposit,1
357,1,Non-binary,45,Hispanic,Physical disability,Mexican,4x the rent,No prior rental history,Part-time,Good,2 months deposit,1
358,1,Male,35,Black,Physical disability,German,3x the rent,No prior rental history,Part-time,Fair,2 months deposit,0
359,1,Male,35,Hispanic,Physical disability,Mexican,4x the rent,Prior late payments,Full-time,Fair,2 months deposit,0
360,1,Male,45,Asian,None stated,Canadian,3x the rent,No prior rental history,Self-employed,Fair,2 months deposit,1
361,1,Female,35,Black,Physical disability,Canadian,4x the rent,No prior rental history,Full-time,Excellent,3 months deposit,1
362,1,Female,45,White,None stated,German,2x the rent,Prior late payments,Self-employed,Fair,1 month deposit,0
363,1,Non-binary,40,White,Physical disability,German,2x the rent,No prior rental history,Part-time,Excellent,3 months deposit,1
364,1,Male,45,Hispanic,Mental health history,American,4x the rent,No prior rental history,Part-time,Excellent,2 months deposit,1
365,1,Non-binary,40,Hispanic,Mental health history,Mexican,2x the rent,No prior rental history,Full-time,Good,1 month deposit,1
366,1,Non-binary,30,Black,Physical disability,American,3x the rent,Positive references,Self-employed,Excellent,3 months deposit,1
367,1,Male,55,Black,None stated,Canadian,3x the rent,Positive references,Part-time,Excellent,3 months deposit,1
368,1,Male,30,Asian,Mental health history,Canadian,3x the rent,Positive references,Self-employed,Good,2 months deposit,1
369,1,Female,45,Hispanic,Mental health history,Canadian,4x the rent,Prior late payments,Full-time,Fair,1 month deposit,0
370,1,Female,30,White,Mental health history,Canadian,2x the rent,Positive references,Part-time,Fair,2 months deposit,1
371,1,Female,45,White,None stated,American,4x the rent,Positive references,Part-time,Fair,1 month deposit,1
372,1,Non-binary,45,White,Physical disability,Canadian,2x the rent,Positive references,Full-time,Fair,1 month deposit,1
