observation_id,scenario,gender,age,race,disability_status,nationality,annual_income,credit_score,employment_length,existing_debt,requested_amount,chosen
276,1,Female,40,Asian,Mental health history,American,"$140,000",Excellent,6+ years,Moderate,"$5,000",1
277,1,Non-binary,50,Hispanic,None stated,Canadian,"$95,000",Excellent,6+ years,High,"$30,000",1
278,1,Non-binary,50,White,Mental health history,German,"$60,000",Good,Less than 1 year,Moderate,"$5,000",1
279,1,Male,45,Black,Physical disability,Indian,"$60,000",Good,2-5 years,Moderate,"$15,000",1
280,1,Non-binary,45,Asian,None stated,Indian,"$35,000",Fair,Less than 1 year,High,"$15,000",0
281,1,Male,30,Asian,Mental health history,American,"$95,000",Good,2-5 years,Moderate,"$5,000",1
282,1,Non-binary,45,Asian,None stated,Indian,"$35,000",Excellent,Less than 1 year,Moderate,"$30,000",0
283,1,Female,40,Asian,None stated,German,"$95,000",Good,6+ years,Low,"$30,000",1
284,1,Male,35,Asian,Mental health history,Indian,"$95,000",Good,2-5 years,High,"$30,000",1
285,1,Female,35,Black,Mental health history,Indian,"$60,000",Fair,Less than 1 year,Low,"$30,000",0
286,1,Non-binary,50,Black,Physical disability,German,"$60,000",Good,6+ years,High,"$5,000",1
287,1,Non-binary,35,Asian,None stated,American,"$60,000",Good,2-5 years,High,"$5,000",1
288,1,Non-binary,50,Black,Mental health history,Mexican,"$140,000",Fair,Less than 1 year,Low,"$5,000",0
289,1,Non-binary,45,White,None stated,Canadian,"$35,000",Excellent,Less than 1 year,Moderate,"$30,000",0
290,1,Non-binary,45,Black,Mental health history,Canadian,"$35,000",Good,6+ years,Moderate,"$15,000",1
291,1,Non-binary,55,Black,None stated,Indian,"$60,000",Excellent,2-5 years,Moderate,"$5,000",1
292,1,Male,45,Hispanic,Physical disability,Mexican,"$95,000",Good,6+ years,Low,"$5,000",1
293,1,Female,55,Black,Mental health history,German,"$60,000",Good,6+ years,High,"$30,000",0
294,1,Male,45,Hispanic,Mental health history,Mexican,"$95,000",Fair,Less than 1 year,High,"$5,000",0
295,1,Male,40,White,Physical disability,Mexican,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
296,1,Non-binary,40,White,Mental health history,Mexican,"$35,000",Excellent,2-5 years,Moderate,"$30,000",1
297,1,Male,45,Hispanic,None stated,Indian,"$140,000",Excellent,2-5 years,Low,"$30,000",1
298,1,Male,40,Black,Mental health history,Indian,"$60,000",Fair,Less than 1 year,Low,"$30,000",0
299,1,Non-binary,40,Hispanic,Mental health history,German,"$35,000",Fair,Less than 1 year,High,"$5,000",0
300,1,Male,45,White,None stated,American,"$140,000",Excellent,2-5 years,Low,"$5,000",1
301,1,Male,40,Black,Physical disability,American,"$140,000",Fair,6+ years,Low,"$15,000",1
302,1,Male,35,Asian,None stated,Canadian,"$35,000",Good,6+ years,High,"$30,000",0
303,1,Non-binary,40,White,None stated,Canadian,"$140,000",Excellent,Less than 1 year,Moderate,"$5,000",1
304,1,Female,40,Asian,Physical disability,Indian,"$140,000",Good,Less than 1 year,Low,"$15,000",1
305,1,Female,30,White,Mental health history,Canadian,"$140,000",Fair,2-5 years,High,"$30,000",0
306,1,Male,35,Black,Physical disability,Indian,"$140,000",Excellent,Less than 1 year,Moderate,"$30,000",1
307,1,Male,40,Black,Physical disability,German,"$35,000",Excellent,6+ years,Low,"$30,000",1
308,1,Non-binary,35,White,Mental health history,American,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
309,1,Male,40,Hispanic,Mental health history,Indian,"$35,000",Good,Less than 1 year,Low,"$5,000",1
310,1,Female,55,White,None stated,Canadian,"$140,000",Fair,Less than 1 year,High,"$30,000",0
311,1,Non-binary,50,Hispanic,Physical disability,Canadian,"$140,000",Good,2-5 years,Moderate,"$15,000",1
312,1,Male,55,Asian,Physical disability,Mexican,"$35,000",Fair,6+ years,Moderate,"$5,000",0
313,1,Non-binary,50,Black,None stated,Canadian,"$140,000",Good,6+ years,High,"$30,000",1
314,1,Non-binary,50,Asian,None stated,German,"$140,000",Good,6+ years,Low,"$5,000",1
315,1,Non-binary,55,Asian,None stated,Mexican,"$140,000",Excellent,2-5 years,High,"$5,000",1
316,1,Male,45,Asian,Physical disability,Indian,"$95,000",Excellent,6+ years,Low,"$30,000",1
317,1,Female,55,Asian,None stated,Mexican,"$140,000",Fair,2-5 years,Low,"$5,000",1
318,1,Non-binary,40,Asian,Physical disability,Indian,"$95,000",Good,6+ years,High,"$5,000",1
319,1,Male,45,Hispanic,None stated,American,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
320,1,Female,45,Asian,None stated,American,"$35,000",Fair,2-5 years,Moderate,"$15,000",0
321,1,Male,35,Hispanic,Mental health history,Indian,"$60,000",Fair,6+ years,Moderate,"$30,000",0
322,1,Female,35,Asian,Mental health history,Indian,"$35,000",Fair,2-5 years,Low,"$15,000",0
323,1,Male,30,Hispanic,Mental health history,American,"$95,000",Fair,2-5 years,High,"$15,000",0
324,1,Female,40,Hispanic,None stated,German,"$95,000",Good,Less than 1 year,Moderate,"$5,000",1
325,1,Non-binary,35,Black,Physical disability,Mexican,"$60,000",Good,Less than 1 year,Moderate,"$30,000",1
326,1,Non-binary,35,White,Mental health history,American,"$95,000",Good,6+ years,High,"$5,000",1
327,1,Male,40,Asian,Mental health history,American,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
328,1,Non-binary,50,Hispanic,None stated,American,"$35,000",Excellent,6+ years,High,"$30,000",1
329,1,Male,55,Asian,Mental health history,American,"$60,000",Fair,Less than 1 year,High,"$15,000",0
330,1,Female,30,White,Mental health history,Mexican,"$35,000",Good,2-5 years,High,"$30,000",0
331,1,Female,55,Hispanic,Physical disability,German,"$60,000",Excellent,Less than 1 year,High,"$5,000",0
332,1,Female,50,Hispanic,Mental health history,Indian,"$35,000",Fair,6+ years,Moderate,"$5,000",0
333,1,Non-binary,30,Black,None stated,German,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
334,1,Female,45,Hispanic,Physical disability,Mexican,"$140,000",Good,6+ years,High,"$5,000",1
335,1,Male,35,Black,None stated,German,"$140,000",Fair,6+ years,High,"$5,000",0
336,1,Female,50,Hispanic,Mental health history,German,"$60,000",Excellent,6+ years,Moderate,"$5,000",1
337,1,Female,35,Black,Physical disability,American,"$140,000",Fair,2-5 years,Moderate,"$15,000",0
338,1,Non-binary,30,White,None stated,Canadian,"$35,000",Good,2-5 years,High,"$5,000",1
339,1,Non-binary,55,Black,None stated,Canadian,"$35,000",Excellent,2-5 years,Low,"$15,000",1
340,1,Non-binary,30,Black,Physical disability,German,"$95,000",Fair,Less than 1 year,High,"$30,000",0
341,1,Female,50,Hispanic,Physical disability,Canadian,"$60,000",Fair,2-5 years,High,"$30,000",0
342,1,Male,45,Hispanic,Physical disability,Indian,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
343,1,Non-binary,55,White,Physical disability,Mexican,"$95,000",Fair,2-5 years,High,"$30,000",0
344,1,Male,40,Black,Physical disability,Mexican,"$95,000",Fair,6+ years,Low,"$5,000",1
345,1,Female,55,Hispanic,None stated,Canadian,"$60,000",Excellent,6+ years,Low,"$30,000",1
346,1,Female,30,Asian,Physical disability,Indian,"$95,000",Good,Less than 1 year,High,"$15,000",0
347,1,Female,45,Asian,Mental health history,Indian,"$60,000",Good,2-5 years,Moderate,"$5,000",1
348,1,Male,55,White,Physical disability,German,"$35,000",Good,Less than 1 year,Low,"$30,000",0
349,1,Non-binary,50,Asian,Mental health history,Canadian,"$35,000",Fair,6+ years,Moderate,"$5,000",0
350,1,Non-binary,35,White,Mental health history,American,"$60,000",Excellent,2-5 years,High,"$15,000",1
351,1,Female,55,White,Mental health history,Mexican,"$140,000",Good,6+ years,Moderate,"$5,000",1
352,1,Non-binary,35,Black,Physical disability,Canadian,"$140,000",Good,2-5 years,Low,"$30,000",1
353,1,Female,35,Black,None stated,Indian,"$140,000",Excellent,6+ years,Moderate,"$30,000",1
354,1,Female,35,Asian,Mental health history,German,"$35,000",Fair,Less than 1 year,High,"$15,000",0
355,1,Male,35,Black,Mental health history,American,"$35,000",Good,2-5 years,Low,"$30,000",1
356,1,Non-binary,55,Hispanic,Mental health history,American,"$140,000",Good,2-5 years,Low,"$30,000",1
357,1,Female,35,Asian,Mental health history,American,"$95,000",Good,2-5 years,Low,"$30,000",1
358,1,Female,30,Asian,Physical disability,Mexican,"$140,000",Fair,6+ years,Low,"$5,000",1
359,1,Non-binary,55,Hispanic,Physical disability,Canadian,"$60,000",Good,6+ years,High,"$30,000",1
360,1,Male,45,Asian,Mental health history,Canadian,"$35,000",Good,Less than 1 year,Moderate,"$30,000",0
361,1,Female,35,Black,None stated,American,"$60,000",Excellent,Less than 1 year,Moderate,"$15,000",1
362,1,Female,55,White,Mental health history,Mexican,"$95,000",Fair,2-5 years,High,"$15,000",0
363,1,Non-binary,30,White,None stated,Indian,"$95,000",Fair,Less than 1 year,Moderate,"$5,000",0
364,1,Female,40,Black,Physical disability,Mexican,"$35,000",Excellent,Less than 1 year,Low,"$30,000",1
365,1,Female,50,Asian,Mental health history,Canadian,"$140,000",Excellent,6+ years,High,"$30,000",1
366,1,Non-binary,50,Asian,None stated,Indian,"$60,000",Good,6+ years,Low,"$15,000",1
367,1,Non-binary,45,White,None stated,Canadian,"$35,000",Excellent,2-5 years,Moderate,"$15,000",1
368,1,Male,35,Hispanic,Mental health history,Mexican,"$35,000",Excellent,Less than 1 year,Low,"$30,000",0
369,1,Male,30,Asian,None stated,American,"$95,000",Good,6+ years,Moderate,"$30,000",1
370,1,Female,55,Hispanic,Mental health history,Canadian,"$95,000",Good,Less than 1 year,Low,"$30,000",1
371,1,Female,55,Asian,Physical disability,German,"$140,000",Excellent,2-5 years,Low,"$15,000",1
372,1,Non-binary,40,White,None stated,Mexican,"$95,000",Fair,6+ years,Low,"$5,000",1
373,1,Non-binary,40,Hispanic,None stated,American,"$95,000",Good,Less than 1 year,Moderate,"$15,000",1
374,1,Male,55,Hispanic,Physical disability,Canadian,"$140,000",Good,Less than 1 year,High,"$5,000",0
375,1,Non-binary,35,Asian,Mental health history,Canadian,"$60,000",Fair,6+ years,High,"$15,000",0
376,1,Non-binary,45,Hispanic,Mental health history,Indian,"$140,000",Fair,6+ years,Moderate,"$5,000",0
377,1,Female,35,Asian,Mental health history,Indian,"$140,000",Good,Less than 1 year,Low,"$5,000",1
378,1,Female,40,Asian,Physical disability,German,"$95,000",Excellent,Less than 1 year,Low,"$15,000",1
379,1,Male,30,Hispanic,Mental health history,German,"$60,000",Excellent,6+ years,High,"$30,000",0
380,1,Non-binary,55,Asian,Mental health history,German,"$95,000",Good,6+ years,High,"$30,000",1
381,1,Male,55,White,Mental health history,German,"$35,000",Good,2-5 years,Moderate,"$30,000",1
382,1,Male,45,White,Mental health history,Mexican,"$140,000",Excellent,Less than 1 year,High,"$15,000",0
383,1,Female,50,Asian,None stated,Canadian,"$60,000",Excellent,2-5 years,Low,"$15,000",1
384,1,Female,35,Hispanic,Physical disability,Mexican,"$60,000",Excellent,2-5 years,High,"$5,000",0
385,1,Male,50,Black,None stated,German,"$140,000",Good,6+ years,High,"$15,000",1
386,1,Non-binary,55,White,Mental health history,American,"$35,000",Good,2-5 years,Low,"$5,000",1
387,1,Male,45,Asian,Physical disability,Mexican,"$60,000",Good,6+ years,Moderate,"$15,000",1
388,1,Non-binary,55,Asian,Mental health history,German,"$140,000",Excellent,6+ years,Low,"$5,000",1
389,1,Male,40,Black,None stated,Indian,"$60,000",Good,Less than 1 year,Moderate,"$30,000",1
390,1,Non-binary,55,Asian,None stated,Indian,"$35,000",Good,2-5 years,High,"$15,000",0
391,1,Female,35,Asian,Mental health history,German,"$35,000",Good,2-5 years,High,"$15,000",0
392,1,Male,45,White,None stated,German,"$35,000",Good,6+ years,Moderate,"$5,000",1
393,1,Non-binary,30,White,Mental health history,Mexican,"$60,000",Good,2-5 years,Moderate,"$15,000",1
394,1,Non-binary,35,Black,None stated,German,"$60,000",Excellent,6+ years,Low,"$5,000",1
395,1,Male,45,Asian,Physical disability,Indian,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
396,1,Female,50,Hispanic,Mental health history,Mexican,"$35,000",Fair,Less than 1 year,High,"$5,000",0
397,1,Female,35,Asian,Physical disability,Indian,"$95,000",Excellent,2-5 years,Low,"$30,000",1
398,1,Female,45,Black,Mental health history,Indian,"$35,000",Excellent,Less than 1 year,High,"$15,000",0
399,1,Male,30,Asian,Mental health history,American,"$35,000",Fair,6+ years,High,"$5,000",0
400,1,Male,35,White,Mental health history,German,"$60,000",Good,6+ years,Moderate,"$15,000",1
401,1,Female,30,Asian,Mental health history,American,"$140,000",Excellent,2-5 years,Moderate,"$5,000",1
402,1,Male,30,White,None stated,Canadian,"$95,000",Fair,2-5 years,Low,"$30,000",0
403,1,Female,50,Hispanic,None stated,Canadian,"$60,000",Good,2-5 years,Moderate,"$30,000",1
404,1,Non-binary,50,Asian,Physical disability,Indian,"$140,000",Fair,Less than 1 year,Moderate,"$30,000",0
405,1,Non-binary,40,Asian,None stated,American,"$35,000",Excellent,6+ years,High,"$30,000",1
406,1,Non-binary,40,Hispanic,Physical disability,Canadian,"$140,000",Fair,6+ years,High,"$15,000",0
407,1,Male,40,White,Physical disability,Canadian,"$140,000",Good,6+ years,Low,"$15,000",1
408,1,Male,45,White,Physical disability,Mexican,"$35,000",Fair,Less than 1 year,High,"$15,000",0
409,1,Non-binary,45,Black,Physical disability,Canadian,"$60,000",Fair,2-5 years,High,"$15,000",0
410,1,Female,45,Hispanic,Physical disability,Mexican,"$95,000",Excellent,6+ years,Moderate,"$5,000",1
411,1,Male,55,Asian,Mental health history,Indian,"$35,000",Good,2-5 years,High,"$15,000",0
412,1,Male,50,Asian,None stated,Canadian,"$60,000",Good,6+ years,High,"$5,000",1
413,1,Male,55,White,Mental health history,German,"$140,000",Good,2-5 years,Low,"$15,000",1
414,1,Non-binary,35,Hispanic,Mental health history,Mexican,"$35,000",Fair,Less than 1 year,High,"$5,000",0
415,1,Male,30,Black,Physical disability,Indian,"$95,000",Fair,6+ years,Moderate,"$5,000",1
416,1,Male,30,Black,None stated,Mexican,"$140,000",Good,6+ years,Moderate,"$5,000",1
417,1,Female,40,Hispanic,None stated,American,"$35,000",Fair,2-5 years,Moderate,"$5,000",0
418,1,Male,35,Hispanic,Mental health history,Mexican,"$35,000",Fair,6+ years,Low,"$15,000",0
419,1,Non-binary,50,Hispanic,None stated,Indian,"$60,000",Fair,2-5 years,High,"$15,000",0
420,1,Female,30,Hispanic,Physical disability,Mexican,"$60,000",Fair,2-5 years,Moderate,"$5,000",1
421,1,Male,50,White,Physical disability,Indian,"$140,000",Good,Less than 1 year,Moderate,"$15,000",1
422,1,Male,55,Asian,Mental health history,Canadian,"$60,000",Excellent,6+ years,Moderate,"$5,000",1
423,1,Male,40,Black,None stated,Canadian,"$60,000",Fair,2-5 years,Moderate,"$30,000",0
424,1,Non-binary,35,Hispanic,None stated,German,"$60,000",Good,6+ years,High,"$15,000",1
425,1,Non-binary,55,Asian,Mental health history,American,"$60,000",Good,2-5 years,Moderate,"$5,000",1
426,1,Female,30,Hispanic,Mental health history,American,"$95,000",Excellent,6+ years,High,"$15,000",1
427,1,Non-binary,50,Black,None stated,Indian,"$95,000",Fair,2-5 years,Moderate,"$30,000",0
428,1,Non-binary,30,Black,Mental health history,Canadian,"$35,000",Excellent,2-5 years,Moderate,"$5,000",1
429,1,Non-binary,50,Hispanic,Physical disability,Canadian,"$60,000",Excellent,Less than 1 year,Low,"$5,000",1
430,1,Non-binary,40,White,None stated,German,"$60,000",Fair,Less than 1 year,Moderate,"$15,000",0
431,1,Female,30,Asian,Physical disability,Canadian,"$140,000",Excellent,6+ years,High,"$30,000",1
432,1,Non-binary,50,Black,Mental health history,Canadian,"$60,000",Good,6+ years,Moderate,"$15,000",1
433,1,Male,45,Black,Mental health history,German,"$35,000",Fair,6+ years,Moderate,"$15,000",0
434,1,Female,30,Hispanic,Mental health history,Indian,"$35,000",Excellent,Less than 1 year,Low,"$15,000",1
435,1,Non-binary,35,Hispanic,Physical disability,German,"$95,000",Fair,Less than 1 year,Low,"$30,000",0
436,1,Female,30,White,None stated,American,"$140,000",Fair,Less than 1 year,High,"$15,000",0
437,1,Non-binary,35,Hispanic,None stated,Mexican,"$140,000",Good,2-5 years,High,"$5,000",1
438,1,Female,30,Hispanic,None stated,Canadian,"$35,000",Excellent,Less than 1 year,Moderate,"$30,000",1
439,1,Female,45,Hispanic,Physical disability,Indian,"$35,000",Good,Less than 1 year,Low,"$30,000",0
440,1,Female,30,Black,None stated,German,"$60,000",Fair,2-5 years,Low,"$30,000",1
441,1,Female,35,White,None stated,Indian,"$140,000",Good,2-5 years,Moderate,"$30,000",1
442,1,Non-binary,30,Asian,Mental health history,Canadian,"$60,000",Good,Less than 1 year,Low,"$5,000",1
443,1,Non-binary,55,Hispanic,None stated,Indian,"$95,000",Fair,Less than 1 year,Moderate,"$15,000",0
444,1,Male,50,Black,None stated,Canadian,"$140,000",Excellent,6+ years,High,"$5,000",1
445,1,Male,55,Asian,Mental health history,Mexican,"$140,000",Good,Less than 1 year,Low,"$30,000",1
446,1,Non-binary,40,Hispanic,Mental health history,Canadian,"$140,000",Excellent,6+ years,Low,"$15,000",1
447,1,Female,35,Black,Mental health history,Canadian,"$60,000",Excellent,2-5 years,Moderate,"$30,000",1
448,1,Male,35,Hispanic,Mental health history,Mexican,"$60,000",Fair,Less than 1 year,Low,"$5,000",0
449,1,Female,35,Asian,None stated,Indian,"$35,000",Excellent,Less than 1 year,Low,"$15,000",1
450,1,Non-binary,30,Asian,Physical disability,Canadian,"$95,000",Excellent,Less than 1 year,Moderate,"$5,000",1
451,1,Male,55,White,Physical disability,American,"$60,000",Good,Less than 1 year,High,"$15,000",0
452,1,Female,35,Black,None stated,Mexican,"$35,000",Excellent,2-5 years,Low,"$15,000",1
453,1,Female,35,Black,None stated,Canadian,"$95,000",Fair,Less than 1 year,Moderate,"$5,000",0
454,1,Female,45,Asian,None stated,Mexican,"$95,000",Excellent,2-5 years,Low,"$30,000",1
455,1,Female,55,Hispanic,Physical disability,German,"$35,000",Excellent,6+ years,Moderate,"$5,000",1
456,1,Non-binary,30,Hispanic,Physical disability,American,"$95,000",Excellent,Less than 1 year,High,"$15,000",0
457,1,Non-binary,30,Asian,Mental health history,Indian,"$140,000",Fair,2-5 years,High,"$30,000",0
458,1,Female,40,Hispanic,Mental health history,German,"$60,000",Fair,Less than 1 year,Moderate,"$5,000",0
459,1,Male,40,White,Mental health history,Canadian,"$95,000",Fair,6+ years,Moderate,"$5,000",0
460,1,Female,40,Asian,None stated,American,"$60,000",Excellent,2-5 years,Low,"$5,000",1
461,1,Female,55,Black,Physical disability,Indian,"$95,000",Excellent,Less than 1 year,High,"$30,000",0
462,1,Female,45,Black,None stated,Indian,"$140,000",Fair,Less than 1 year,High,"$5,000",0
