"observation_id","scenario","profile","gender","age","race","education","field_of_study","cover_letter","grades","experience","religion","chosen"
276,"choose","A","Female",60,"Black","Master Degree","Unrelated","Unpersonalized","Below average","yes","Hindu",0
277,"choose","A","Male",30,"Asian","Master Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
278,"choose","A","Female",50,"White","Bachelor Degree","Closely related","Unpersonalized","Average","no","Christian",0
279,"choose","A","Male",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Christian",0
280,"choose","A","Male",60,"Black","Master Degree","Closely related","Personalized","Below average","yes","Muslim",0
281,"choose","A","Male",60,"White","Associate Degree","Somewhat related","Personalized","Above average","yes","Jewish",1
282,"choose","A","Male",30,"White","Master Degree","Closely related","Personalized","Average","no","Hindu",0
283,"choose","A","Female",30,"Hispanic","Associate Degree","Closely related","Personalized","Below average","no","Hindu",1
284,"choose","A","Female",40,"Hispanic","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
285,"choose","A","Male",30,"Hispanic","Bachelor Degree","Closely related","Personalized","Above average","no","Christian",0
286,"choose","A","Female",40,"White","Associate Degree","Closely related","Personalized","Above average","yes","Christian",1
287,"choose","A","Male",60,"White","Bachelor Degree","Closely related","Personalized","Average","no","Christian",0
288,"choose","A","Male",50,"Asian","Associate Degree","Unrelated","Personalized","Above average","no","Jewish",0
289,"choose","A","Male",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Below average","no","Muslim",0
290,"choose","A","Female",20,"White","Bachelor Degree","Unrelated","Personalized","Below average","no","Hindu",0
291,"choose","A","Male",30,"Hispanic","Associate Degree","Closely related","Unpersonalized","Above average","yes","Muslim",0
292,"choose","A","Male",50,"Asian","Associate Degree","Closely related","Personalized","Average","yes","Muslim",1
293,"choose","A","Female",30,"Hispanic","Bachelor Degree","Closely related","Personalized","Below average","yes","Muslim",1
294,"choose","A","Female",50,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Muslim",1
295,"choose","A","Male",20,"White","Bachelor Degree","Somewhat related","Personalized","Above average","no","Jewish",0
296,"choose","A","Male",20,"Asian","Master Degree","Closely related","Personalized","Below average","no","Jewish",0
297,"choose","A","Male",50,"Hispanic","Master Degree","Closely related","Unpersonalized","Below average","yes","Jewish",0
298,"choose","A","Male",40,"White","Bachelor Degree","Somewhat related","Personalized","Below average","no","Muslim",1
299,"choose","A","Female",50,"Hispanic","Associate Degree","Unrelated","Personalized","Below average","no","Jewish",1
300,"choose","A","Male",30,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Muslim",0
301,"choose","A","Male",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Hindu",0
302,"choose","A","Male",20,"Asian","Master Degree","Closely related","Unpersonalized","Average","yes","Hindu",1
303,"choose","A","Male",60,"Asian","Bachelor Degree","Closely related","Personalized","Average","yes","Muslim",1
304,"choose","A","Female",60,"Asian","Associate Degree","Somewhat related","Unpersonalized","Above average","no","Jewish",1
305,"choose","A","Male",60,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
306,"choose","A","Male",60,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",1
307,"choose","A","Male",20,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Above average","no","Muslim",0
308,"choose","A","Female",30,"Black","Bachelor Degree","Unrelated","Unpersonalized","Above average","yes","Hindu",0
309,"choose","A","Female",60,"Black","Master Degree","Somewhat related","Personalized","Below average","no","Hindu",0
310,"choose","A","Male",50,"Hispanic","Associate Degree","Unrelated","Personalized","Average","yes","Hindu",1
311,"choose","A","Female",20,"White","Associate Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",0
312,"choose","A","Female",20,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
313,"choose","A","Female",20,"Hispanic","Associate Degree","Closely related","Unpersonalized","Average","yes","Jewish",1
314,"choose","A","Male",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Average","no","Christian",0
315,"choose","A","Male",30,"Hispanic","Master Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
316,"choose","A","Male",60,"White","Master Degree","Unrelated","Unpersonalized","Average","yes","Christian",0
317,"choose","A","Female",50,"White","Master Degree","Unrelated","Unpersonalized","Below average","yes","Christian",0
318,"choose","A","Male",20,"Asian","Master Degree","Unrelated","Personalized","Above average","yes","Hindu",0
319,"choose","A","Male",60,"White","Master Degree","Closely related","Unpersonalized","Above average","no","Muslim",0
320,"choose","A","Male",40,"Hispanic","Master Degree","Unrelated","Unpersonalized","Average","no","Muslim",0
321,"choose","A","Female",60,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
322,"choose","A","Male",40,"Hispanic","Master Degree","Closely related","Personalized","Above average","no","Muslim",0
323,"choose","A","Male",20,"Asian","Bachelor Degree","Unrelated","Personalized","Above average","yes","Hindu",1
324,"choose","A","Male",60,"White","Master Degree","Somewhat related","Personalized","Average","no","Christian",1
325,"choose","A","Male",30,"Asian","Master Degree","Somewhat related","Personalized","Average","no","Jewish",1
326,"choose","A","Male",20,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","no","Jewish",0
327,"choose","A","Female",30,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","no","Christian",0
328,"choose","A","Female",50,"Hispanic","Bachelor Degree","Unrelated","Personalized","Below average","yes","Muslim",1
329,"choose","A","Female",30,"Black","Associate Degree","Unrelated","Unpersonalized","Below average","no","Jewish",1
330,"choose","A","Female",50,"White","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
331,"choose","A","Male",30,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Hindu",0
332,"choose","A","Female",20,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Average","no","Jewish",0
333,"choose","A","Female",20,"Black","Associate Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",0
334,"choose","A","Female",40,"White","Bachelor Degree","Unrelated","Unpersonalized","Below average","yes","Jewish",1
335,"choose","A","Male",40,"Black","Bachelor Degree","Somewhat related","Unpersonalized","Average","no","Christian",0
336,"choose","A","Female",60,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","no","Muslim",0
337,"choose","A","Female",20,"Black","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
338,"choose","A","Male",50,"White","Bachelor Degree","Unrelated","Personalized","Above average","no","Muslim",0
339,"choose","A","Male",50,"Hispanic","Associate Degree","Closely related","Personalized","Average","no","Jewish",0
340,"choose","A","Female",60,"Hispanic","Associate Degree","Somewhat related","Unpersonalized","Below average","yes","Christian",0
341,"choose","A","Male",60,"White","Bachelor Degree","Closely related","Personalized","Below average","yes","Hindu",1
342,"choose","A","Male",30,"White","Bachelor Degree","Unrelated","Personalized","Average","yes","Muslim",1
343,"choose","A","Female",60,"Asian","Associate Degree","Unrelated","Personalized","Average","no","Jewish",0
344,"choose","A","Female",50,"Asian","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
345,"choose","A","Male",50,"White","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
346,"choose","A","Male",60,"Asian","Bachelor Degree","Unrelated","Unpersonalized","Average","yes","Muslim",1
347,"choose","A","Male",30,"Asian","Associate Degree","Closely related","Personalized","Average","yes","Muslim",0
348,"choose","A","Male",30,"Asian","Master Degree","Somewhat related","Personalized","Above average","no","Christian",0
349,"choose","A","Female",50,"Hispanic","Bachelor Degree","Closely related","Unpersonalized","Below average","no","Christian",0
350,"choose","A","Female",30,"Black","Bachelor Degree","Unrelated","Personalized","Average","yes","Christian",1
351,"choose","A","Female",50,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","no","Christian",0
352,"choose","A","Male",60,"White","Bachelor Degree","Closely related","Personalized","Average","yes","Jewish",1
353,"choose","A","Female",60,"Black","Associate Degree","Somewhat related","Personalized","Above average","yes","Jewish",0
354,"choose","A","Female",20,"Asian","Master Degree","Closely related","Unpersonalized","Below average","yes","Jewish",0
355,"choose","A","Male",20,"Hispanic","Associate Degree","Somewhat related","Personalized","Average","no","Muslim",0
356,"choose","A","Female",30,"Black","Associate Degree","Closely related","Personalized","Average","no","Hindu",0
357,"choose","A","Male",60,"Hispanic","Master Degree","Unrelated","Personalized","Average","no","Muslim",0
358,"choose","A","Male",30,"Black","Bachelor Degree","Somewhat related","Personalized","Above average","yes","Christian",1
359,"choose","A","Male",30,"White","Master Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
360,"choose","A","Male",40,"Hispanic","Master Degree","Somewhat related","Personalized","Average","no","Hindu",1
361,"choose","A","Female",30,"Asian","Master Degree","Closely related","Personalized","Below average","yes","Muslim",1
362,"choose","A","Female",30,"Black","Master Degree","Unrelated","Personalized","Above average","yes","Christian",1
363,"choose","A","Female",60,"Black","Associate Degree","Somewhat related","Unpersonalized","Average","no","Hindu",0
364,"choose","A","Female",30,"Asian","Bachelor Degree","Somewhat related","Unpersonalized","Above average","yes","Muslim",1
365,"choose","A","Female",20,"Asian","Bachelor Degree","Closely related","Unpersonalized","Average","no","Christian",1
366,"choose","A","Female",50,"Black","Bachelor Degree","Closely related","Unpersonalized","Below average","yes","Muslim",0
367,"choose","A","Female",30,"Hispanic","Bachelor Degree","Somewhat related","Unpersonalized","Below average","no","Christian",0
368,"choose","A","Female",50,"Black","Bachelor Degree","Closely related","Unpersonalized","Average","yes","Muslim",1
369,"choose","A","Female",30,"White","Associate Degree","Closely related","Personalized","Above average","yes","Jewish",1
370,"choose","A","Female",50,"White","Associate Degree","Unrelated","Unpersonalized","Above average","yes","Muslim",1
371,"choose","A","Female",30,"White","Master Degree","Unrelated","Unpersonalized","Above average","no","Muslim",0
372,"choose","A","Male",50,"Asian","Associate Degree","Unrelated","Unpersonalized","Average","yes","Christian",0
373,"choose","A","Male",60,"Hispanic","Master Degree","Unrelated","Unpersonalized","Below average","yes","Muslim",0
374,"choose","A","Female",60,"Asian","Master Degree","Closely related","Unpersonalized","Below average","no","Jewish",0
375,"choose","A","Male",20,"Asian","Associate Degree","Closely related","Personalized","Above average","yes","Christian",0
376,"choose","A","Male",50,"White","Master Degree","Somewhat related","Unpersonalized","Above average","yes","Jewish",0
377,"choose","A","Female",60,"Asian","Master Degree","Somewhat related","Personalized","Below average","no","Muslim",0
378,"choose","A","Female",30,"White","Associate Degree","Somewhat related","Personalized","Average","yes","Hindu",1
379,"choose","A","Female",60,"Asian","Master Degree","Closely related","Unpersonalized","Average","no","Hindu",0
380,"choose","A","Male",60,"Hispanic","Bachelor Degree","Unrelated","Personalized","Average","no","Christian",0
381,"choose","A","Male",50,"Asian","Master Degree","Unrelated","Personalized","Average","no","Jewish",1
382,"choose","A","Male",40,"Hispanic","Bachelor Degree","Somewhat related","Personalized","Average","no","Hindu",0
383,"choose","A","Male",20,"Hispanic","Associate Degree","Closely related","Personalized","Below average","no","Jewish",0
